 ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                     SPECIFIC HEAT COEFFICIENTS                                                                     

             Cp = A + B*T + C*T^2 + D*T^3 + E*T^4  [J/kg/K]                                                         

    Species                      Cp(298K)         Cp(1000K)          LT-HT            A(LT)            B(LT)            C(LT)            D(LT)            E(LT)             A(HT)           B(HT)            C(HT)            D(HT)           E(HT)      
 ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

    1. AR                       5.203269e+02     5.203266e+02     8.200000e+02     5.202772e+02     3.175454e-04    -6.605265e-07     5.709211e-10    -1.786839e-13     5.203593e+02    -8.289698e-05     7.199000e-08    -2.462077e-11     2.883737e-15
    2. N2                       1.037140e+03     1.164911e+03     1.050000e+03     1.107350e+03    -5.436120e-01     1.283125e-03    -9.033842e-07     2.214316e-10     8.344916e+02     4.958504e-01    -2.018210e-04     3.943875e-08    -3.050104e-12
    3. HE                       5.192608e+03     5.192621e+03     8.500000e+02     5.191915e+03     4.323428e-03    -8.654735e-06     7.217068e-09    -2.180759e-12     5.193073e+03    -1.126962e-03     9.636018e-07    -3.267257e-10     3.800422e-14
    4. H2                       1.424523e+04     1.498777e+04     7.000000e+02     1.089642e+04     2.266389e+01    -5.244530e-02     5.309921e-05    -1.938506e-08     1.559786e+04    -4.201495e+00     5.123384e-03    -1.728104e-06     1.961255e-10
    5. H                        2.062109e+04     2.062113e+04     8.600000e+02     2.061711e+04     2.467647e-02    -4.889364e-05     4.023690e-08    -1.200477e-11     2.062378e+04    -6.379426e-03     5.273624e-06    -1.753228e-09     2.016580e-13
    6. O2                       9.191957e+02     1.088754e+03     7.000000e+02     9.728631e+02    -7.268857e-01     2.546782e-03    -2.683131e-06     9.872255e-10     7.327900e+02     6.449603e-01    -3.928883e-04     1.165543e-07    -1.266231e-11
    7. O                        1.369783e+03     1.307662e+03     7.200000e+02     1.635969e+03    -1.617129e+00     3.212378e-03    -2.930038e-06     1.012692e-09     1.364432e+03    -1.085935e-01     6.959564e-05    -2.005344e-08     2.281001e-12
    8. H2O                      1.867172e+03     2.293320e+03     1.420000e+03     1.874094e+03    -3.995960e-01     1.497247e-03    -8.318758e-07     1.534510e-10     1.231256e+03     1.411215e+00    -4.155812e-04     6.616565e-08    -4.654890e-12
    9. OH                       1.758653e+03     1.806537e+03     1.700000e+03     1.913273e+03    -8.128976e-01     1.128933e-03    -5.004200e-07     7.764938e-11     1.221563e+03     8.146544e-01    -3.071426e-04     6.274679e-08    -5.169266e-12
   10. H2O2                     1.255679e+03     1.850958e+03     1.800000e+03     8.183300e+02     1.723332e+00    -9.399346e-04     2.853147e-07    -3.608412e-11     1.165671e+03     9.514622e-01    -2.967099e-04     4.708333e-08    -2.996423e-12
   11. HO2                      1.067212e+03     1.461731e+03     7.000000e+02     9.118912e+02     2.665326e-01     1.276363e-03    -1.596592e-06     6.086019e-10     7.617482e+02     1.124493e+00    -5.621230e-04     1.543465e-07    -1.673337e-11
